Time [z = 50.000 mm: Temperature] ((min)),Temperature [z = 50.000 mm: Temperature] ((C)),Time [z = 49.990 mm: Temperature 1] ((min)),Temperature [z = 49.990 mm: Temperature 1] ((C)),Time [z = 49.521 mm: Temperature 2] ((min)),Temperature [z = 49.521 mm: Temperature 2] ((C)),Time [z = 48.125 mm: Temperature 3] ((min)),Temperature [z = 48.125 mm: Temperature 3] ((C)),Time [z = 46.250 mm: Temperature 4] ((min)),Temperature [z = 46.250 mm: Temperature 4] ((C)),Time [z = 44.375 mm: Temperature 5] ((min)),Temperature [z = 44.375 mm: Temperature 5] ((C)),Time [z = 42.500 mm: Temperature 6] ((min)),Temperature [z = 42.500 mm: Temperature 6] ((C)),Time [z = 40.625 mm: Temperature 7] ((min)),Temperature [z = 40.625 mm: Temperature 7] ((C)),Time [z = 38.750 mm: Temperature 8] ((min)),Temperature [z = 38.750 mm: Temperature 8] ((C)),Time [z = 36.875 mm: Temperature 9] ((min)),Temperature [z = 36.875 mm: Temperature 9] ((C)),Time [z = 35.000 mm: Temperature 10] ((min)),Temperature [z = 35.000 mm: Temperature 10] ((C)),Time [z = 33.125 mm: Temperature 11] ((min)),Temperature [z = 33.125 mm: Temperature 11] ((C)),Time [z = 31.250 mm: Temperature 12] ((min)),Temperature [z = 31.250 mm: Temperature 12] ((C)),Time [z = 29.375 mm: Temperature 13] ((min)),Temperature [z = 29.375 mm: Temperature 13] ((C)),Time [z = 27.500 mm: Temperature 14] ((min)),Temperature [z = 27.500 mm: Temperature 14] ((C)),Time [z = 25.625 mm: Temperature 15] ((min)),Temperature [z = 25.625 mm: Temperature 15] ((C)),Time [z = 23.750 mm: Temperature 16] ((min)),Temperature [z = 23.750 mm: Temperature 16] ((C)),Time [z = 21.875 mm: Temperature 17] ((min)),Temperature [z = 21.875 mm: Temperature 17] ((C)),Time [z = 20.479 mm: Temperature 18] ((min)),Temperature [z = 20.479 mm: Temperature 18] ((C)),Time [z = 20.010 mm: Temperature 19] ((min)),Temperature [z = 20.010 mm: Temperature 19] ((C)),Time [z = 19.990 mm: Temperature 20] ((min)),Temperature [z = 19.990 mm: Temperature 20] ((C)),Time [z = 19.573 mm: Temperature 21] ((min)),Temperature [z = 19.573 mm: Temperature 21] ((C)),Time [z = 18.333 mm: Temperature 22] ((min)),Temperature [z = 18.333 mm: Temperature 22] ((C)),Time [z = 16.667 mm: Temperature 23] ((min)),Temperature [z = 16.667 mm: Temperature 23] ((C)),Time [z = 15.000 mm: Temperature 24] ((min)),Temperature [z = 15.000 mm: Temperature 24] ((C)),Time [z = 13.333 mm: Temperature 25] ((min)),Temperature [z = 13.333 mm: Temperature 25] ((C)),Time [z = 11.667 mm: Temperature 26] ((min)),Temperature [z = 11.667 mm: Temperature 26] ((C)),Time [z = 10.000 mm: Temperature 27] ((min)),Temperature [z = 10.000 mm: Temperature 27] ((C)),Time [z = 8.333 mm: Temperature 28] ((min)),Temperature [z = 8.333 mm: Temperature 28] ((C)),Time [z = 6.667 mm: Temperature 29] ((min)),Temperature [z = 6.667 mm: Temperature 29] ((C)),Time [z = 5.000 mm: Temperature 30] ((min)),Temperature [z = 5.000 mm: Temperature 30] ((C)),Time [z = 3.333 mm: Temperature 31] ((min)),Temperature [z = 3.333 mm: Temperature 31] ((C)),Time [z = 1.667 mm: Temperature 32] ((min)),Temperature [z = 1.667 mm: Temperature 32] ((C)),Time [z = 0.427 mm: Temperature 33] ((min)),Temperature [z = 0.427 mm: Temperature 33] ((C)),Time [z = 0.010 mm: Temperature 34] ((min)),Temperature [z = 0.010 mm: Temperature 34] ((C)),Time [z = 0.000 mm: Temperature 35] ((min)),Temperature [z = 0.000 mm: Temperature 35] ((C))
199.938751,94.2045154,199.938751,94.2278737,199.938751,95.2954382,199.938751,98.2850293,199.938751,101.905503,199.938751,105.018625,199.938751,107.624687,199.938751,109.723944,199.938751,111.316612,199.938751,112.402856,199.938751,112.982785,199.938751,113.056449,199.938751,112.623836,199.938751,111.684873,199.938751,110.23943,199.938751,108.287322,199.938751,105.828316,199.938751,102.862142,199.938751,100.359899,199.938751,99.4559725,199.938751,99.4351273,199.938751,99.3919288,199.938751,99.2463062,199.938751,99.0152465,199.938751,98.7386566,199.938751,98.4165351,199.938751,98.0488807,199.938751,97.6356917,199.938751,97.1769667,199.938751,96.672704,199.938751,96.1229022,199.938751,95.5275596,199.938751,94.8866746,199.938751,94.3835617,199.938751,94.2087692,199.938751,94.2045154
200.192148,93.4248331,200.192148,93.448194,200.192148,94.5158804,200.192148,97.5058306,200.192148,101.126771,200.192148,104.240326,200.192148,106.84677,200.192148,108.946348,200.192148,110.539262,200.192148,111.625669,200.192148,112.205672,200.192148,112.279318,200.192148,111.846597,200.192148,110.907439,200.192148,109.461721,200.192148,107.509266,200.192148,105.049857,200.192148,102.083236,200.192148,99.5806418,200.192148,98.6765947,200.192148,98.6557469,200.192148,98.6125429,200.192148,98.4669042,200.192148,98.2358219,200.192148,97.9592086,200.192148,97.6370631,200.192148,97.2693838,200.192148,96.8561694,200.192148,96.3974185,200.192148,95.8931296,200.192148,95.3433011,200.192148,94.7479316,200.192148,94.1070194,200.192148,93.6038863,200.192148,93.429087,200.192148,93.4248331
200.404898,92.7702177,200.404898,92.7935806,200.404898,93.8613645,200.404898,96.8516016,200.404898,100.472914,200.404898,103.586815,200.404898,106.193566,200.404898,108.293399,200.404898,109.88651,200.404898,110.973047,200.404898,111.553109,200.404898,111.626742,200.404898,111.193934,200.404898,110.25462,200.404898,108.808681,200.404898,106.855951,200.404898,104.396219,200.404898,101.42924,200.404898,98.926366,200.404898,98.0222227,200.404898,98.0013726,200.404898,97.9581644,200.404898,97.8125127,200.404898,97.5814124,200.404898,97.3047805,200.404898,96.9826157,200.404898,96.6149166,200.404898,96.201682,200.404898,95.7429104,200.404898,95.2386004,200.404898,94.6887506,200.404898,94.0933596,200.404898,93.4524258,200.404898,92.9492765,200.404898,92.7744718,200.404898,92.7702177
200.657719,91.9923046,200.657719,92.0156699,200.657719,93.0835638,200.657719,96.074125,200.657719,99.6958587,200.657719,102.81015,200.657719,105.417246,200.657719,107.517369,200.657719,109.110702,200.657719,110.197386,200.657719,110.777515,200.657719,110.851132,200.657719,110.418226,200.657719,109.478736,200.657719,108.032549,200.657719,106.079506,200.657719,103.61941,200.657719,100.652028,200.657719,98.1488364,200.657719,97.2445844,200.657719,97.223732,200.657719,97.1805189,200.657719,97.0348525,200.657719,96.8037319,200.657719,96.5270789,200.657719,96.2048923,200.657719,95.8371709,200.657719,95.4239134,200.657719,94.9651184,200.657719,94.4607847,200.657719,93.9109108,200.657719,93.3154955,200.657719,92.6745372,200.657719,92.1713697,200.657719,91.9965588,200.657719,91.9923046
200.913691,91.2046992,200.913691,91.2280668,200.913691,92.2960661,200.913691,95.2869382,200.913691,98.9090755,200.913691,102.023741,200.913691,104.631169,200.913691,106.731569,200.913691,108.325115,200.913691,109.41194,200.913691,109.992133,200.913691,110.065735,200.913691,109.632736,200.913691,108.693076,200.913691,107.24665,200.913691,105.293309,200.913691,102.832863,200.913691,99.8650937,200.913691,97.3615989,200.913691,96.4572426,200.913691,96.4363878,200.913691,96.3931702,200.913691,96.2474897,200.913691,96.0163495,200.913691,95.7396763,200.913691,95.4174689,200.913691,95.049726,200.913691,94.6364465,200.913691,94.1776291,200.913691,93.6732726,200.913691,93.1233757,200.913691,92.5279371,200.913691,91.8869554,200.913691,91.3837704,200.913691,91.2089536,200.913691,91.2046992
201.124838,90.5550169,201.124838,90.5783862,201.124838,91.6464683,201.124838,94.637584,201.124838,98.2600377,201.124838,101.374996,201.124838,103.982685,201.124838,106.083302,201.124838,107.677015,201.124838,108.763951,201.124838,109.344194,201.124838,109.417784,201.124838,108.984711,201.124838,108.044919,201.124838,106.598306,201.124838,104.64473,201.124838,102.18401,201.124838,99.2159378,201.124838,96.7122049,201.124838,95.8077669,201.124838,95.7869103,201.124838,95.743689,201.124838,95.5979975,201.124838,95.3668421,201.124838,95.090153,201.124838,94.7679292,201.124838,94.4001695,201.124838,93.9868728,201.124838,93.5280379,201.124838,93.0236635,201.124838,92.4737485,201.124838,91.8782916,201.124838,91.2372915,201.124838,90.7340928,201.124838,90.5592714,201.124838,90.5550169
201.38026,89.7691015,201.38026,89.7924729,201.38026,90.8606501,201.38026,93.8520463,201.38026,97.4748643,201.38026,100.590161,201.38026,103.198149,201.38026,105.299016,201.38026,106.892921,201.38026,107.979984,201.38026,108.560286,201.38026,108.633862,201.38026,108.200704,201.38026,107.26076,201.38026,105.813932,201.38026,103.860085,201.38026,101.39905,201.38026,98.4306284,201.38026,95.9266215,201.38026,95.0220894,201.38026,95.0012306,201.38026,94.9580052,201.38026,94.812301,201.38026,94.581128,201.38026,94.3044207,201.38026,93.982178,201.38026,93.614399,201.38026,93.2010824,201.38026,92.7422273,201.38026,92.2378324,201.38026,91.6878965,201.38026,91.0924186,201.38026,90.4513974,201.38026,89.9481828,201.38026,89.7733561,201.38026,89.7691015
201.61566,89.0447962,201.61566,89.0681693,201.61566,90.1364297,201.61566,93.1280709,201.61566,96.7512072,201.61566,99.866799,201.61566,102.475048,201.61566,104.576135,201.61566,106.170207,201.61566,107.257382,201.61566,107.837734,201.61566,107.911298,201.61566,107.478066,201.61566,106.537988,201.61566,105.090973,201.61566,103.13689,201.61566,100.67558,201.61566,97.7068525,201.61566,95.2026061,201.61566,94.2979918,201.61566,94.2771312,201.61566,94.2339021,201.61566,94.0881868,201.61566,93.8569984,201.61566,93.5802752,201.61566,93.2580161,201.61566,92.8902201,201.61566,92.4768863,201.61566,92.0180135,201.61566,91.5136006,201.61566,90.9636466,201.61566,90.3681503,201.61566,89.7271105,201.61566,89.2238822,201.61566,89.0490509,201.61566,89.0447962
201.846381,88.3348831,201.846381,88.3582579,201.846381,89.4265958,201.846381,92.4184656,201.846381,96.0418986,201.846381,99.1577655,201.846381,101.766259,201.846381,103.867549,201.846381,105.461778,201.846381,106.549056,201.846381,107.129455,201.846381,107.203008,201.846381,106.769708,201.846381,105.829506,201.846381,104.382315,201.846381,102.428012,201.846381,99.9664449,201.846381,96.997433,201.846381,94.4929635,201.846381,93.5882725,201.846381,93.5674102,201.846381,93.5241777,201.846381,93.378452,201.846381,93.1472493,201.846381,92.8705112,201.846381,92.5482368,201.846381,92.1804251,201.846381,91.7670751,201.846381,91.3081858,201.846381,90.8037562,201.846381,90.2537852,201.846381,89.6582717,201.846381,89.0172147,201.846381,88.5139736,201.846381,88.3391379,201.846381,88.3348831
202.082528,87.6082777,202.082528,87.6316541,202.082528,88.7000675,202.082528,91.6921596,202.082528,95.3158813,202.082528,98.4320161,202.082528,101.040747,202.082528,103.142235,202.082528,104.736617,202.082528,105.823996,202.082528,106.404441,202.082528,106.477983,202.082528,106.044615,202.082528,105.104292,202.082528,103.65693,202.082528,101.702414,202.082528,99.2405968,202.082528,96.271308,202.082528,93.7666212,202.082528,92.8618557,202.082528,92.8409917,202.082528,92.7977559,202.082528,92.6520201,202.082528,92.4208035,202.082528,92.1440509,202.082528,91.8217616,202.082528,91.4539345,202.082528,91.0405688,202.082528,90.5816635,202.082528,90.0772176,202.082528,89.5272301,202.082528,88.9316999,202.082528,88.2906262,202.082528,87.7873725,202.082528,87.6125326,202.082528,87.6082777
202.368425,86.7285954,202.368425,86.7519736,202.368425,87.8204734,202.368425,90.81282,202.368425,94.4368722,202.368425,97.5533134,202.368425,100.162316,202.368425,102.264031,202.368425,103.858587,202.368425,104.946081,202.368425,105.526579,202.368425,105.600109,202.368425,105.166665,202.368425,104.226203,202.368425,102.778646,202.368425,100.823885,202.368425,98.3617812,202.368425,95.3921755,202.368425,92.88724,202.368425,91.9823892,202.368425,91.9615232,202.368425,91.9182836,202.368425,91.7725364,202.368425,91.5413038,202.368425,91.2645347,202.368425,90.9422282,202.368425,90.5743836,202.368425,90.1609999,202.368425,89.7020762,202.368425,89.1976117,202.368425,88.6476053,202.368425,88.0520561,202.368425,87.4109631,202.368425,86.9076951,202.368425,86.7328504,202.368425,86.7285954
202.581175,86.07398,202.581175,86.0973595,202.581175,87.1659203,202.581175,90.1584464,202.581175,93.7827317,202.581175,96.8993892,202.581175,99.508583,202.581175,101.610459,202.581175,103.205138,202.581175,104.292714,202.581175,104.873248,202.581175,104.946769,202.581175,104.513271,202.581175,103.572711,202.581175,102.125017,202.581175,100.170083,202.581175,97.7077774,202.581175,94.737948,202.581175,92.2328371,202.581175,91.327926,202.581175,91.3070587,202.581175,91.2638165,202.581175,91.1180611,202.581175,90.8868172,202.581175,90.6100364,202.581175,90.2877179,202.581175,89.9198609,202.581175,89.5064646,202.581175,89.047528,202.581175,88.5430502,202.581175,87.9930305,202.581175,87.3974678,202.581175,86.7563614,202.581175,86.2530832,202.581175,86.0782351,202.581175,86.07398
202.833997,85.2960669,202.833997,85.3194479,202.833997,86.3880775,202.833997,89.3808064,202.833997,93.0053551,202.833997,96.1222569,202.833997,98.7316671,202.833997,100.833724,202.833997,102.428542,202.833997,103.516209,202.833997,104.096786,202.833997,104.170297,202.833997,103.736738,202.833997,102.796068,202.833997,101.348218,202.833997,99.3930882,202.833997,96.930555,202.833997,93.9604731,202.833997,91.455164,202.833997,90.5501849,202.833997,90.5293161,202.833997,90.4860708,202.833997,90.3403063,202.833997,90.1090497,202.833997,89.8322557,202.833997,89.5099236,202.833997,89.1420526,202.833997,88.7286419,202.833997,88.2696906,202.833997,87.7651981,202.833997,87.2151633,202.833997,86.6195854,202.833997,85.9784636,202.833997,85.4751741,202.833997,85.3003221,202.833997,85.2960669
203.047718,84.6384615,203.047718,84.6618437,203.047718,85.7305286,203.047718,88.7234207,203.047718,92.3481813,203.047718,95.4652795,203.047718,98.0748638,203.047718,100.177066,203.047718,101.771996,203.047718,102.859738,203.047718,103.440348,203.047718,103.513851,203.047718,103.080242,203.047718,102.139484,203.047718,100.691508,203.047718,98.7362218,203.047718,96.2735053,203.047718,93.3032201,203.047718,90.7977517,203.047718,89.8927179,203.047718,89.8718478,203.047718,89.8286001,203.047718,89.6828282,203.047718,89.4515613,203.047718,89.1747567,203.047718,88.8524137,203.047718,88.4845314,203.047718,88.0711092,203.047718,87.6121462,203.047718,87.1076417,203.047718,86.5575948,203.047718,85.9620047,203.047718,85.3208706,203.047718,84.8175719,203.047718,84.6427168,203.047718,84.6384615
203.301115,83.8587792,203.301115,83.8821628,203.301115,84.95091,203.301115,87.9439859,203.301115,91.5689852,203.301115,94.6863048,203.301115,97.2960853,203.301115,99.3984513,203.301115,100.993507,203.301115,102.081332,203.301115,102.66198,203.301115,102.735475,203.301115,102.301811,203.301115,101.360952,203.301115,99.9128357,203.301115,97.9573722,203.301115,95.494449,203.301115,92.5239349,203.301115,90.0182869,203.301115,89.1131915,203.301115,89.09232,203.301115,89.0490696,203.301115,88.9032893,203.301115,88.6720109,203.301115,88.3951944,203.301115,88.072839,203.301115,87.704944,203.301115,87.2915088,203.301115,86.8325326,203.301115,86.3280146,203.301115,85.777954,203.301115,85.1823502,203.301115,84.5412022,203.301115,84.0378931,203.301115,83.8630346,203.301115,83.8587792
203.556538,83.0728638,203.556538,83.0962487,203.556538,84.1650555,203.556538,87.1583068,203.556538,90.783534,203.556538,93.901065,203.556538,96.5110329,203.556538,98.6135555,203.556538,100.208731,203.556538,101.296636,203.556538,101.877321,203.556538,101.950807,203.556538,101.517089,203.556538,100.576135,203.556538,99.1278843,203.556538,97.1722518,203.556538,94.7091314,203.556538,91.7383987,203.556538,89.2325792,203.556538,88.3274249,203.556538,88.3065521,203.556538,88.2632991,203.556538,88.1175109,203.556538,87.8862215,203.556538,87.6093935,203.556538,87.2870263,203.556538,86.9191193,203.556538,86.5056717,203.556538,86.0466828,203.556538,85.5421519,203.556538,84.9920783,203.556538,84.3964613,203.556538,83.7553001,203.556538,83.2519811,203.556538,83.0771193,203.556538,83.0728638
203.766687,82.4262508,203.766687,82.4496366,203.766687,83.51849,203.766687,86.5118786,203.766687,90.137284,203.766687,93.2549803,203.766687,95.8650946,203.766687,97.9677396,203.766687,99.5630096,203.766687,100.650977,203.766687,101.231689,203.766687,101.305169,203.766687,100.87141,203.766687,99.9303813,203.766687,98.4820251,203.766687,96.5262605,203.766687,94.0629857,203.766687,91.0920821,203.766687,88.5861286,203.766687,87.6809282,203.766687,87.6600544,203.766687,87.6167993,203.766687,87.4710049,203.766687,87.2397069,203.766687,86.96287,203.766687,86.6404936,203.766687,86.2725771,203.766687,85.8591198,203.766687,85.400121,203.766687,84.8955801,203.766687,84.3454963,203.766687,83.749869,203.766687,83.1086974,203.766687,82.6053707,203.766687,82.4305063,203.766687,82.4262508
204.022659,81.6386454,204.022659,81.6620323,204.022659,82.7309398,204.022659,85.7244874,204.022659,89.3500994,204.022659,92.4679873,204.022659,95.0782714,204.022659,97.1810584,204.022659,98.7764373,204.022659,99.8644768,204.022659,100.445222,204.022659,100.518694,204.022659,100.084887,204.022659,99.1437717,204.022659,97.6952935,204.022659,95.7393757,204.022659,93.2759222,204.022659,90.3048204,204.022659,87.7987114,204.022659,86.8934577,204.022659,86.8725827,204.022659,86.8293252,204.022659,86.6835236,204.022659,86.4522156,204.022659,86.1753684,204.022659,85.8529813,204.022659,85.4850538,204.022659,85.0715853,204.022659,84.612575,204.022659,84.1080225,204.022659,83.5579269,204.022659,82.9622876,204.022659,82.3211041,204.022659,81.8177684,204.022659,81.642901,204.022659,81.6386454
204.258805,80.91204,204.258805,80.935428,204.258805,82.0043826,204.258805,84.9980694,204.258805,88.6238621,204.258805,91.7419175,204.258805,94.3523501,204.258805,96.4552612,204.258805,98.0507354,204.258805,99.138838,204.258805,99.719612,204.258805,99.7930769,204.258805,99.3592282,204.258805,98.4180373,204.258805,96.9694523,204.258805,95.0134006,204.258805,92.5497906,204.258805,89.5785156,204.258805,87.0722707,204.258805,86.1669703,204.258805,86.1460942,204.258805,86.1028347,204.258805,85.9570268,204.258805,85.7257101,204.258805,85.4488538,204.258805,85.1264574,204.258805,84.7585203,204.258805,84.3450419,204.258805,83.8860216,204.258805,83.3814589,204.258805,82.831353,204.258805,82.2357033,204.258805,81.5945092,204.258805,81.0911657,204.258805,80.9162956,204.258805,80.91204
204.489228,80.2030477,204.489228,80.2264366,204.489228,81.2954351,204.489228,84.289251,204.489228,87.9152114,204.489228,91.0334223,204.489228,93.6439927,204.489228,95.747019,204.489228,97.3425817,204.489228,98.4307429,204.489228,99.0115435,204.489228,99.0850022,204.489228,98.6511146,204.489228,97.7098533,204.489228,96.2611693,204.489228,94.3049933,204.489228,91.8412381,204.489228,88.8698023,204.489228,86.3634312,204.489228,85.4580875,204.489228,85.4372105,204.489228,85.393949,204.489228,85.2481353,204.489228,85.0168104,204.489228,84.7399458,204.489228,84.4175407,204.489228,84.0495947,204.489228,83.6361072,204.489228,83.1770776,204.489228,82.6725053,204.489228,82.1223898,204.489228,81.5267305,204.489228,80.8855267,204.489228,80.3821759,204.489228,80.2073034,204.489228,80.2030477
204.724627,79.4787423,204.724627,79.5021321,204.724627,80.5711731,204.724627,83.5651145,204.724627,87.1912378,204.724627,90.3095998,204.724627,92.9203041,204.724627,95.0234422,204.724627,96.6190909,204.724627,97.707309,204.724627,98.2881355,204.724627,98.3615881,204.724627,97.9276626,204.724627,96.9863331,204.724627,95.5375529,204.724627,93.5812561,204.724627,91.11736,204.724627,88.1457679,204.724627,85.6392743,204.724627,84.7338885,204.724627,84.7130105,204.724627,84.6697472,204.724627,84.5239278,204.724627,84.2925951,204.724627,84.0157222,204.724627,83.6933087,204.724627,83.3253541,204.724627,82.9118577,204.724627,82.4528191,204.724627,81.9482376,204.724627,81.3981128,204.724627,80.8024441,204.724627,80.1612308,204.724627,79.657873,204.724627,79.4829981,204.724627,79.4787423
205.010274,78.5998292,205.010274,78.6232201,205.010274,79.69231,205.010274,82.6863952,205.010274,86.3127053,205.010274,89.4312407,205.010274,92.0420986,205.010274,94.1453651,205.010274,95.7411124,205.010274,96.8293958,205.010274,97.410252,205.010274,97.4836976,205.010274,97.0497287,205.010274,96.1083209,205.010274,94.6594303,205.010274,92.7029949,205.010274,90.238937,205.010274,87.2671657,205.010274,84.7605315,205.010274,83.8550974,205.010274,83.8342184,205.010274,83.7909529,205.010274,83.645127,205.010274,83.4137852,205.010274,83.136903,205.010274,82.8144799,205.010274,82.4465153,205.010274,82.0330088,205.010274,81.5739598,205.010274,81.0693678,205.010274,80.5192323,205.010274,79.9235527,205.010274,79.2823286,205.010274,78.7789627,205.010274,78.604085,205.010274,78.5998292
205.223996,77.9422238,205.223996,77.9656154,205.223996,79.0347399,205.223996,82.0289273,205.223996,85.65537,205.223996,88.7740283,205.223996,91.3849951,205.223996,93.4883527,205.223996,95.0841699,205.223996,96.1724996,205.223996,96.7533769,205.223996,96.8268175,205.223996,96.3928178,205.223996,95.4513545,205.223996,94.0023856,205.223996,92.0458519,205.223996,89.5816793,205.223996,86.6097809,205.223996,84.1030469,205.223996,83.1975786,205.223996,83.1766988,205.223996,83.1334318,205.223996,82.9876012,205.223996,82.7562531,205.223996,82.4793643,205.223996,82.1569343,205.223996,81.7889626,205.223996,81.3754489,205.223996,80.9163925,205.223996,80.411793,205.223996,79.86165,205.223996,79.2659628,205.223996,78.6247309,205.223996,78.1213593,205.223996,77.9464797,205.223996,77.9422238
205.477392,77.1625415,205.477392,77.185934,205.477392,78.2550975,205.477392,81.2493998,205.477392,84.8759919,205.477392,87.9947887,205.477392,90.6058783,205.477392,92.7093385,205.477392,94.3052345,205.477392,95.3936164,205.477392,95.9745174,205.477392,96.0479524,205.477392,95.613918,205.477392,94.6723921,205.477392,93.223335,205.477392,91.2666907,205.477392,88.8023887,205.477392,85.830347,205.477392,83.3235007,205.477392,82.4179938,205.477392,82.3971131,205.477392,82.3538444,205.477392,82.2080087,205.477392,81.9766533,205.477392,81.699757,205.477392,81.3773193,205.477392,81.0093397,205.477392,80.5958178,205.477392,80.1367532,205.477392,79.6321453,205.477392,79.0819937,205.477392,78.4862979,205.477392,77.8450573,205.477392,77.3416792,205.477392,77.1667975,205.477392,77.1625415
205.690142,76.5079262,205.690142,76.5313192,205.690142,77.600514,205.690142,80.5949082,205.690142,84.2216196,205.690142,87.3405271,205.690142,89.9517147,205.690142,92.0552569,205.690142,93.6512159,205.690142,94.7396395,205.690142,95.3205594,205.690142,95.39399,205.690142,94.9599279,205.690142,94.018352,205.690142,92.5692244,205.690142,90.6124916,205.690142,88.1480863,205.690142,85.1759302,205.690142,82.6689941,205.690142,81.7634564,205.690142,81.742575,205.690142,81.6993049,205.690142,81.553465,205.690142,81.3221039,205.690142,81.0452016,205.690142,80.7227577,205.690142,80.3547718,205.690142,79.9412434,205.690142,79.4821721,205.690142,78.9775575,205.690142,78.4273991,205.690142,77.8316964,205.690142,77.1904489,205.690142,76.6870656,205.690142,76.5121821,205.690142,76.5079262
205.942964,75.7300131,205.942964,75.7534069,205.942964,76.8226369,205.942964,79.8171349,205.942964,83.4439811,205.942964,86.5630136,205.942964,89.174312,205.942964,91.2779468,205.942964,92.8739769,205.942964,93.9624476,205.942964,94.5433889,205.942964,94.6168145,205.942964,94.182721,205.942964,93.2410887,205.942964,91.7918815,205.942964,89.8350487,205.942964,87.3705267,205.942964,84.3982413,205.942964,81.8912038,205.942964,80.9856313,205.942964,80.9647491,205.942964,80.9214775,205.942964,80.7756329,205.942964,80.5442653,205.942964,80.2673562,205.942964,79.9449054,205.942964,79.5769123,205.942964,79.1633766,205.942964,78.7042978,205.942964,78.1996756,205.942964,77.6495095,205.942964,77.053799,205.942964,76.4125437,205.942964,75.9091545,205.942964,75.7342691,205.942964,75.7300131
206.198936,74.9424077,206.198936,74.9658023,206.198936,76.035066,206.198936,79.0296635,206.198936,82.656639,206.198936,85.7757914,206.198936,88.387196,206.198936,90.4909196,206.198936,92.0870179,206.198936,93.1755338,206.198936,93.7564957,206.198936,93.8299164,206.198936,93.3957929,206.198936,92.4541064,206.198936,91.0048228,206.198936,89.0478942,206.198936,86.5832604,206.198936,83.610851,206.198936,81.1037162,206.198936,80.1981104,206.198936,80.1772274,206.198936,80.1339543,206.198936,79.9881052,206.198936,79.7567313,206.198936,79.4798158,206.198936,79.1573583,206.198936,78.7893583,206.198936,78.3758156,206.198936,77.9167296,206.198936,77.4121001,206.198936,76.8619266,206.198936,76.2662086,206.198936,75.6249458,206.198936,75.1215511,206.198936,74.9466637,206.198936,74.9424077
206.410083,74.2927254,206.410083,74.3161205,206.410083,75.3854107,206.410083,78.3800863,206.410083,82.0071631,206.410083,85.1264095,206.410083,87.7378974,206.410083,89.8416906,206.410083,91.4378424,206.410083,92.5263937,206.410083,93.1073716,206.410083,93.1807885,206.410083,92.7466415,206.410083,91.8049126,206.410083,90.3555691,206.410083,88.3985654,206.410083,85.9338438,206.410083,82.9613373,206.410083,80.4541263,206.410083,79.5484942,206.410083,79.5276107,206.410083,79.4843364,206.410083,79.3384838,206.410083,79.107105,206.410083,78.8301844,206.410083,78.5077216,206.410083,78.1397163,206.410083,77.726168,206.410083,77.2670765,206.410083,76.7624412,206.410083,76.2122619,206.410083,75.6165381,206.410083,74.9752694,206.410083,74.4718703,206.410083,74.2969815,206.410083,74.2927254
206.665505,73.50681,206.665505,73.5302058,206.665505,74.5995265,206.665505,77.5942919,206.665505,81.2214853,206.665505,84.3408399,206.665505,86.9524237,206.665505,89.056297,206.665505,90.6525103,206.665505,91.7411024,206.665505,92.3220989,206.665505,92.3955114,206.665505,91.9613373,206.665505,91.0195595,206.665505,89.5701471,206.665505,87.6130569,206.665505,85.1482344,206.665505,82.1756159,206.665505,79.6683172,206.665505,78.762655,206.665505,78.7417708,206.665505,78.6984952,206.665505,78.5526385,206.665505,78.3212541,206.665505,78.0443276,206.665505,77.7218588,206.665505,77.3538473,206.665505,76.9402927,206.665505,76.4811947,206.665505,75.9765528,206.665505,75.4263669,206.665505,74.8306363,206.665505,74.1893609,206.665505,73.6859566,206.665505,73.5110661,206.665505,73.50681
206.900904,72.7825046,206.900904,72.805901,206.900904,73.8752483,206.900904,76.8700922,206.900904,80.4973876,206.900904,83.6168367,206.900904,86.2285042,206.900904,88.3324475,206.900904,89.9287146,206.900904,91.0173423,206.900904,91.598355,206.900904,91.6717637,206.900904,91.237566,206.900904,90.2957454,206.900904,88.8462729,206.900904,86.8891071,206.900904,84.4241963,206.900904,81.4514801,206.900904,78.9441047,206.900904,78.0384162,206.900904,78.0175314,206.900904,77.9742546,206.900904,77.8283943,206.900904,77.597005,206.900904,77.3200735,206.900904,76.9975994,206.900904,76.6295824,206.900904,76.2160223,206.900904,75.7569186,206.900904,75.252271,206.900904,74.7020792,206.900904,74.1063428,206.900904,73.4650614,206.900904,72.9616528,206.900904,72.7867608,206.900904,72.7825046
207.131626,72.0725915,207.131626,72.0959884,207.131626,73.1653606,207.131626,76.1602776,207.131626,79.7876681,207.131626,82.9072053,207.131626,85.5189509,207.131626,87.6229595,207.131626,89.2192768,207.131626,90.3079377,207.131626,90.8889654,207.131626,90.9623706,207.131626,90.5281508,207.131626,89.5862904,207.131626,88.1367617,207.131626,86.1795255,207.131626,83.7145325,207.131626,80.7417251,207.131626,78.2342782,207.131626,77.3285651,207.131626,77.3076798,207.131626,77.2644019,207.131626,77.1185384,207.131626,76.8871444,207.131626,76.6102081,207.131626,76.2877291,207.131626,75.9197071,207.131626,75.5061418,207.131626,75.0470329,207.131626,74.5423799,207.131626,73.9921827,207.131626,73.3964408,207.131626,72.7551539,207.131626,72.2517411,207.131626,72.0768477,207.131626,72.0725915
