Time [z = 49.990 mm: Temperature 1] ((min)),Temperature [z = 49.990 mm: Temperature 1] ((C)),Time [z = 49.521 mm: Temperature 2] ((min)),Temperature [z = 49.521 mm: Temperature 2] ((C)),Time [z = 48.125 mm: Temperature 3] ((min)),Temperature [z = 48.125 mm: Temperature 3] ((C)),Time [z = 46.250 mm: Temperature 4] ((min)),Temperature [z = 46.250 mm: Temperature 4] ((C)),Time [z = 44.375 mm: Temperature 5] ((min)),Temperature [z = 44.375 mm: Temperature 5] ((C)),Time [z = 42.500 mm: Temperature 6] ((min)),Temperature [z = 42.500 mm: Temperature 6] ((C)),Time [z = 40.625 mm: Temperature 7] ((min)),Temperature [z = 40.625 mm: Temperature 7] ((C)),Time [z = 38.750 mm: Temperature 8] ((min)),Temperature [z = 38.750 mm: Temperature 8] ((C)),Time [z = 36.875 mm: Temperature 9] ((min)),Temperature [z = 36.875 mm: Temperature 9] ((C)),Time [z = 35.000 mm: Temperature 10] ((min)),Temperature [z = 35.000 mm: Temperature 10] ((C)),Time [z = 33.125 mm: Temperature 11] ((min)),Temperature [z = 33.125 mm: Temperature 11] ((C)),Time [z = 31.250 mm: Temperature 12] ((min)),Temperature [z = 31.250 mm: Temperature 12] ((C)),Time [z = 29.375 mm: Temperature 13] ((min)),Temperature [z = 29.375 mm: Temperature 13] ((C)),Time [z = 27.500 mm: Temperature 14] ((min)),Temperature [z = 27.500 mm: Temperature 14] ((C)),Time [z = 25.625 mm: Temperature 15] ((min)),Temperature [z = 25.625 mm: Temperature 15] ((C)),Time [z = 23.750 mm: Temperature 16] ((min)),Temperature [z = 23.750 mm: Temperature 16] ((C)),Time [z = 21.875 mm: Temperature 17] ((min)),Temperature [z = 21.875 mm: Temperature 17] ((C)),Time [z = 20.479 mm: Temperature 18] ((min)),Temperature [z = 20.479 mm: Temperature 18] ((C)),Time [z = 20.010 mm: Temperature 19] ((min)),Temperature [z = 20.010 mm: Temperature 19] ((C)),Time [z = 19.990 mm: Temperature 20] ((min)),Temperature [z = 19.990 mm: Temperature 20] ((C)),Time [z = 19.573 mm: Temperature 21] ((min)),Temperature [z = 19.573 mm: Temperature 21] ((C)),Time [z = 18.333 mm: Temperature 22] ((min)),Temperature [z = 18.333 mm: Temperature 22] ((C)),Time [z = 16.667 mm: Temperature 23] ((min)),Temperature [z = 16.667 mm: Temperature 23] ((C)),Time [z = 15.000 mm: Temperature 24] ((min)),Temperature [z = 15.000 mm: Temperature 24] ((C)),Time [z = 13.333 mm: Temperature 25] ((min)),Temperature [z = 13.333 mm: Temperature 25] ((C)),Time [z = 11.667 mm: Temperature 26] ((min)),Temperature [z = 11.667 mm: Temperature 26] ((C)),Time [z = 10.000 mm: Temperature 27] ((min)),Temperature [z = 10.000 mm: Temperature 27] ((C)),Time [z = 8.333 mm: Temperature 28] ((min)),Temperature [z = 8.333 mm: Temperature 28] ((C)),Time [z = 6.667 mm: Temperature 29] ((min)),Temperature [z = 6.667 mm: Temperature 29] ((C)),Time [z = 5.000 mm: Temperature 30] ((min)),Temperature [z = 5.000 mm: Temperature 30] ((C)),Time [z = 3.333 mm: Temperature 31] ((min)),Temperature [z = 3.333 mm: Temperature 31] ((C)),Time [z = 1.667 mm: Temperature 32] ((min)),Temperature [z = 1.667 mm: Temperature 32] ((C)),Time [z = 0.427 mm: Temperature 33] ((min)),Temperature [z = 0.427 mm: Temperature 33] ((C)),Time [z = 0.010 mm: Temperature 34] ((min)),Temperature [z = 0.010 mm: Temperature 34] ((C))
168.971501,180.329914,168.971501,180.398345,168.971501,180.481357,168.971501,180.586472,168.971501,180.682461,168.971501,180.76945,168.971501,180.847341,168.971501,180.916015,168.971501,180.975272,168.971501,181.024848,168.971501,181.064411,168.971501,181.093559,168.971501,181.111818,168.971501,181.118634,168.971501,181.113366,168.971501,181.095273,168.971501,181.063508,168.971501,181.031524,168.971501,181.018909,168.971501,181.018608,168.971501,181.017991,168.971501,181.015963,168.971501,181.012834,168.971501,181.009189,168.971501,181.005029,168.971501,181.000356,168.971501,180.995172,168.971501,180.989479,168.971501,180.983282,168.971501,180.976578,168.971501,180.969387,168.971501,180.961653,168.971501,180.955858,168.971501,180.936553
169.202223,180.327642,169.202223,180.3956,169.202223,180.478031,169.202223,180.582396,169.202223,180.677685,169.202223,180.764024,169.202223,180.84132,169.202223,180.909456,169.202223,180.968235,169.202223,181.017396,169.202223,181.05661,169.202223,181.085481,169.202223,181.103536,169.202223,181.110227,169.202223,181.104914,169.202223,181.086865,169.202223,181.055238,169.202223,181.023412,169.202223,181.010863,169.202223,181.010564,169.202223,181.009951,169.202223,181.007934,169.202223,181.004825,169.202223,181.001204,169.202223,180.997073,169.202223,180.992433,169.202223,180.987287,169.202223,180.981637,169.202223,180.975486,169.202223,180.968833,169.202223,180.961699,169.202223,180.954025,169.202223,180.948276,169.202223,180.929124
169.470869,180.325022,169.470869,180.392436,169.470869,180.474197,169.470869,180.577698,169.470869,180.672179,169.470869,180.757769,169.470869,180.834379,169.470869,180.901894,169.470869,180.960121,169.470869,181.008804,169.470869,181.047618,169.470869,181.076168,169.470869,181.093988,169.470869,181.100533,169.470869,181.095171,169.470869,181.077172,169.470869,181.045702,169.470869,181.014059,169.470869,181.001586,169.470869,181.001288,169.470869,181.000679,169.470869,180.998676,169.470869,180.99559,169.470869,180.991997,169.470869,180.987899,169.470869,180.983297,169.470869,180.978195,169.470869,180.972593,169.470869,180.966497,169.470869,180.959903,169.470869,180.952833,169.470869,180.945229,169.470869,180.939533,169.470869,180.920557
169.724266,180.322578,169.724266,180.389483,169.724266,180.470618,169.724266,180.573313,169.724266,180.66704,169.724266,180.751931,169.724266,180.8279,169.724266,180.894835,169.724266,180.952548,169.724266,181.000785,169.724266,181.039224,169.724266,181.067475,169.724266,181.085076,169.724266,181.091485,169.724266,181.086075,169.724266,181.068123,169.724266,181.0368,169.724266,181.005327,169.724266,180.992925,169.724266,180.992629,169.724266,180.992023,169.724266,180.990033,169.724266,180.986967,169.724266,180.9834,169.724266,180.979333,169.724266,180.974767,169.724266,180.969706,169.724266,180.96415,169.724266,180.958104,169.724266,180.951566,169.724266,180.944556,169.724266,180.937017,169.724266,180.93137,169.724266,180.912559
169.937016,180.320543,169.937016,180.387026,169.937016,180.46764,169.937016,180.569663,169.937016,180.662763,169.937016,180.747073,169.937016,180.822509,169.937016,180.888962,169.937016,180.946247,169.937016,180.994112,169.937016,181.032239,169.937016,181.060242,169.937016,181.07766,169.937016,181.083956,169.937016,181.078507,169.937016,181.060593,169.937016,181.029391,169.937016,180.998061,169.937016,180.985717,169.937016,180.985423,169.937016,180.98482,169.937016,180.982841,169.937016,180.979792,169.937016,180.976247,169.937016,180.972205,169.937016,180.96767,169.937016,180.962642,169.937016,180.957124,169.937016,180.95112,169.937016,180.944628,169.937016,180.937668,169.937016,180.930184,169.937016,180.924578,169.937016,180.905904
170.189838,180.318148,170.189838,180.384133,170.189838,180.464134,170.189838,180.565368,170.189838,180.65773,170.189838,180.741355,170.189838,180.816163,170.189838,180.882049,170.189838,180.93883,170.189838,180.986257,170.189838,181.024017,170.189838,181.051727,170.189838,181.06893,170.189838,181.075093,170.189838,181.069597,170.189838,181.051729,170.189838,181.02067,170.189838,180.989505,170.189838,180.977231,170.189838,180.976938,170.189838,180.976339,170.189838,180.974372,170.189838,180.971344,170.189838,180.967824,170.189838,180.963813,170.189838,180.959312,170.189838,180.954324,170.189838,180.948851,170.189838,180.942897,170.189838,180.936459,170.189838,180.929558,170.189838,180.922137,170.189838,180.91658,170.189838,180.898067
170.40356,180.316141,170.40356,180.381709,170.40356,180.461197,170.40356,180.561769,170.40356,180.653512,170.40356,180.736564,170.40356,180.810847,170.40356,180.876257,170.40356,180.932616,170.40356,180.979677,170.40356,181.01713,170.40356,181.044594,170.40356,181.061616,170.40356,181.067667,170.40356,181.062132,170.40356,181.044302,170.40356,181.013363,170.40356,180.982337,170.40356,180.970121,170.40356,180.96983,170.40356,180.969234,170.40356,180.967277,170.40356,180.964267,170.40356,180.960768,170.40356,180.956782,170.40356,180.95231,170.40356,180.947356,170.40356,180.94192,170.40356,180.936007,170.40356,180.929615,170.40356,180.922763,170.40356,180.915396,170.40356,180.909879,170.40356,180.891502
170.656956,180.313785,170.656956,180.378863,170.656956,180.457748,170.656956,180.557542,170.656956,180.648559,170.656956,180.730938,170.656956,180.804603,170.656956,180.869455,170.656956,180.925318,170.656956,180.971949,170.656956,181.00904,170.656956,181.036216,170.656956,181.053026,170.656956,181.058946,170.656956,181.053365,170.656956,181.035578,170.656956,181.00478,170.656956,180.973917,170.656956,180.961769,170.656956,180.96148,170.656956,180.960887,170.656956,180.958942,170.656956,180.955952,170.656956,180.952478,170.656956,180.948522,170.656956,180.944085,170.656956,180.93917,170.656956,180.933778,170.656956,180.927914,170.656956,180.921575,170.656956,180.914781,170.656956,180.907477,170.656956,180.902007,170.656956,180.883789
170.912379,180.311433,170.912379,180.376022,170.912379,180.454305,170.912379,180.553323,170.912379,180.643616,170.912379,180.725322,170.912379,180.798371,170.912379,180.862666,170.912379,180.918034,170.912379,180.964235,170.912379,181.000966,170.912379,181.027854,170.912379,181.044453,170.912379,181.050242,170.912379,181.044614,170.912379,181.026871,170.912379,180.996212,170.912379,180.965513,170.912379,180.953432,170.912379,180.953144,170.912379,180.952555,170.912379,180.950623,170.912379,180.947653,170.912379,180.944204,170.912379,180.940277,170.912379,180.935875,170.912379,180.930999,170.912379,180.925651,170.912379,180.919835,170.912379,180.91355,170.912379,180.906813,170.912379,180.899572,170.912379,180.89415,170.912379,180.87609
171.122528,180.309516,171.122528,180.373707,171.122528,180.451499,171.122528,180.549885,171.122528,180.639587,171.122528,180.720745,171.122528,180.793292,171.122528,180.857133,171.122528,180.912097,171.122528,180.957949,171.122528,180.994386,171.122528,181.021039,171.122528,181.037465,171.122528,181.043147,171.122528,181.037481,171.122528,181.019774,171.122528,180.989229,171.122528,180.958662,171.122528,180.946636,171.122528,180.94635,171.122528,180.945764,171.122528,180.943841,171.122528,180.940887,171.122528,180.937458,171.122528,180.933556,171.122528,180.929182,171.122528,180.924337,171.122528,180.919025,171.122528,180.913249,171.122528,180.907007,171.122528,180.900318,171.122528,180.893128,171.122528,180.887744,171.122528,180.869814
171.3785,180.307202,171.3785,180.370911,171.3785,180.448111,171.3785,180.545734,171.3785,180.634723,171.3785,180.71522,171.3785,180.787161,171.3785,180.850454,171.3785,180.904931,171.3785,180.95036,171.3785,180.986443,171.3785,181.012812,171.3785,181.02903,171.3785,181.034582,171.3785,181.028871,171.3785,181.011206,171.3785,180.980799,171.3785,180.950391,171.3785,180.938432,171.3785,180.938147,171.3785,180.937565,171.3785,180.935654,171.3785,180.93272,171.3785,180.929315,171.3785,180.925442,171.3785,180.921102,171.3785,180.916296,171.3785,180.911027,171.3785,180.905299,171.3785,180.899109,171.3785,180.892477,171.3785,180.885349,171.3785,180.880012,171.3785,180.862238
171.614647,180.305088,171.614647,180.368358,171.614647,180.445017,171.614647,180.541943,171.614647,180.63028,171.614647,180.710173,171.614647,180.78156,171.614647,180.844353,171.614647,180.898385,171.614647,180.943428,171.614647,180.979186,171.614647,181.005297,171.614647,181.021324,171.614647,181.026759,171.614647,181.021006,171.614647,181.00338,171.614647,180.973097,171.614647,180.942834,171.614647,180.930936,171.614647,180.930653,171.614647,180.930073,171.614647,180.928174,171.614647,180.925258,171.614647,180.921876,171.614647,180.918029,171.614647,180.91372,171.614647,180.908949,171.614647,180.90372,171.614647,180.898035,171.614647,180.891893,171.614647,180.885313,171.614647,180.878241,171.614647,180.872947,171.614647,180.855315
171.845069,180.303043,171.845069,180.365888,171.845069,180.442025,171.845069,180.538277,171.845069,180.625984,171.845069,180.705293,171.845069,180.776145,171.845069,180.838454,171.845069,180.892056,171.845069,180.936726,171.845069,180.972171,171.845069,180.99803,171.845069,181.013874,171.845069,181.019194,171.845069,181.0134,171.845069,180.995812,171.845069,180.965649,171.845069,180.935528,171.845069,180.923688,171.845069,180.923406,171.845069,180.92283,171.845069,180.920941,171.845069,180.918042,171.845069,180.914682,171.845069,180.910861,171.845069,180.906581,171.845069,180.901845,171.845069,180.896654,171.845069,180.891011,171.845069,180.884916,171.845069,180.878386,171.845069,180.871369,171.845069,180.866115,171.845069,180.848622
172.080468,180.285108,172.080468,180.35825,172.080468,180.43783,172.080468,180.53446,172.080468,180.621625,172.080468,180.700354,172.080468,180.770664,172.080468,180.832483,172.080468,180.88565,172.080468,180.929942,172.080468,180.96507,172.080468,180.990676,172.080468,181.006333,172.080468,181.011537,172.080468,181.005702,172.080468,180.988151,172.080468,180.958111,172.080468,180.928131,172.080468,180.916351,172.080468,180.916071,172.080468,180.915497,172.080468,180.913618,172.080468,180.910737,172.080468,180.907398,172.080468,180.903602,172.080468,180.899351,172.080468,180.894644,172.080468,180.88948,172.080468,180.883857,172.080468,180.877758,172.080468,180.871171,172.080468,180.863973,172.080468,180.858475,172.080468,180.83959
172.366115,179.972873,172.366115,180.157801,172.366115,180.329577,172.366115,180.492655,172.366115,180.604261,172.366115,180.690785,172.366115,180.763059,172.366115,180.82504,172.366115,180.877887,172.366115,180.921778,172.366115,180.956537,172.366115,180.981842,172.366115,180.997275,172.366115,181.002335,172.366115,180.996433,172.366115,180.978862,172.366115,180.948725,172.366115,180.918478,172.366115,180.906521,172.366115,180.906235,172.366115,180.905644,172.366115,180.903661,172.366115,180.900524,172.366115,180.896753,172.366115,180.892305,172.366115,180.887115,172.366115,180.881096,172.366115,180.874136,172.366115,180.866092,172.366115,180.856777,172.366115,180.846001,172.366115,180.833389,172.366115,180.823311,172.366115,180.787439
172.579837,179.672566,172.579837,179.930141,172.579837,180.17667,172.579837,180.411952,172.579837,180.564514,172.579837,180.671299,172.579837,180.752351,172.579837,180.817636,172.579837,180.871483,172.579837,180.915517,172.579837,180.950148,172.579837,180.975271,172.579837,180.990537,172.579837,180.995449,172.579837,180.989362,172.579837,180.9714,172.579837,180.940248,172.579837,180.908511,172.579837,180.895807,172.579837,180.895501,172.579837,180.894856,172.579837,180.892605,172.579837,180.888883,172.579837,180.884218,172.579837,180.87854,172.579837,180.871751,172.579837,180.863727,172.579837,180.854316,172.579837,180.843336,172.579837,180.830562,172.579837,180.815784,172.579837,180.798565,172.579837,180.784879,172.579837,180.736517
172.833234,179.274842,172.833234,179.610653,172.833234,179.942637,172.833234,180.268728,172.833234,180.482123,172.833234,180.625831,172.833234,180.727198,172.833234,180.80264,172.833234,180.861076,172.833234,180.906934,172.833234,180.94214,172.833234,180.967316,172.833234,180.982411,172.833234,180.986974,172.833234,180.980201,172.833234,180.960805,172.833234,180.926688,172.833234,180.891293,172.833234,180.876933,172.833234,180.876585,172.833234,180.875834,172.833234,180.873112,172.833234,180.868422,172.833234,180.862351,172.833234,180.854811,172.833234,180.845687,172.833234,180.834835,172.833234,180.822084,172.833234,180.807236,172.833234,180.790044,172.833234,180.770302,172.833234,180.747516,172.833234,180.729546,172.833234,180.666565
173.045984,178.916458,173.045984,179.313186,173.045984,179.713845,173.045984,180.11668,173.045984,180.38616,173.045984,180.56783,173.045984,180.692964,173.045984,180.782193,173.045984,180.84803,173.045984,180.89754,173.045984,180.934357,173.045984,180.960084,173.045984,180.97514,173.045984,180.979194,173.045984,180.971283,173.045984,180.949686,173.045984,180.911574,173.045984,180.871698,173.045984,180.855419,173.045984,180.855023,173.045984,180.854158,173.045984,180.850956,173.045984,180.845325,173.045984,180.837927,173.045984,180.828665,173.045984,180.817417,173.045984,180.804033,173.045984,180.788334,173.045984,180.770116,173.045984,180.749127,173.045984,180.725164,173.045984,180.697696,173.045984,180.676147,173.045984,180.60103
173.298805,178.467697,173.298805,178.932284,173.298805,179.411013,173.298805,179.903943,173.298805,180.243001,173.298805,180.475183,173.298805,180.634721,173.298805,180.745964,173.298805,180.825017,173.298805,180.881942,173.298805,180.922572,173.298805,180.949939,173.298805,180.965251,173.298805,180.968454,173.298805,180.958442,173.298805,180.932992,173.298805,180.888443,173.298805,180.84178,173.298805,180.822699,173.298805,180.822235,173.298805,180.821211,173.298805,180.817367,173.298805,180.810519,173.298805,180.801441,173.298805,180.790033,173.298805,180.776168,173.298805,180.759691,173.298805,180.740418,173.298805,180.718145,173.298805,180.692613,173.298805,180.663632,173.298805,180.630625,173.298805,180.604857,173.298805,180.515474
173.554777,177.993441,173.554777,178.522754,173.554777,179.077082,173.554777,179.659346,173.554777,180.070228,173.554777,180.357266,173.554777,180.556526,173.554777,180.69505,173.554777,180.791851,173.554777,180.859659,173.554777,180.906461,173.554777,180.936839,173.554777,180.952945,173.554777,180.955139,173.554777,180.942276,173.554777,180.911711,173.554777,180.859062,173.554777,180.804211,173.554777,180.781838,173.554777,180.781295,173.554777,180.780091,173.554777,180.775539,173.554777,180.767383,173.554777,180.756535,173.554777,180.742893,173.554777,180.726324,173.554777,180.706673,173.554777,180.683753,173.554777,180.65736,173.554777,180.627232,173.554777,180.593191,173.554777,180.554618,173.554777,180.524618,173.554777,180.420954
173.765924,177.589403,173.765924,178.169525,173.765924,178.78382,173.765924,179.438119,173.765924,179.908529,173.765924,180.242634,173.765924,180.477423,173.765924,180.641552,173.765924,180.755934,173.765924,180.835177,173.765924,180.888896,173.765924,180.92292,173.765924,180.94023,173.765924,180.941603,173.765924,180.92595,173.765924,180.890375,173.765924,180.830013,173.765924,180.767564,173.765924,180.742187,173.765924,180.741571,173.765924,180.740206,173.765924,180.735035,173.765924,180.725758,173.765924,180.713414,173.765924,180.697897,173.765924,180.679075,173.765924,180.65679,173.765924,180.630856,173.765924,180.601069,173.765924,180.567163,173.765924,180.528974,173.765924,180.485845,173.765924,180.452386,173.765924,180.337064
174.021346,177.087778,174.021346,177.726761,174.021346,178.411076,174.021346,179.150516,174.021346,179.692736,174.021346,180.08509,174.021346,180.365218,174.021346,180.563202,174.021346,180.70177,174.021346,180.797442,174.021346,180.861576,174.021346,180.901412,174.021346,180.920928,174.021346,180.921465,174.021346,180.902089,174.021346,180.859719,174.021346,180.789044,174.021346,180.716599,174.021346,180.687314,174.021346,180.686605,174.021346,180.685034,174.021346,180.679083,174.021346,180.668411,174.021346,180.654224,174.021346,180.636416,174.021346,180.614853,174.021346,180.589377,174.021346,180.559799,174.021346,180.525918,174.021346,180.487467,174.021346,180.444293,174.021346,180.395698,174.021346,180.358093,174.021346,180.228807
174.256746,176.614377,174.256746,177.305354,174.256746,178.05194,174.256746,178.867898,174.256746,179.475784,174.256746,179.922576,174.256746,180.24619,174.256746,180.477625,174.256746,180.640899,174.256746,180.753966,174.256746,180.829565,174.256746,180.876111,174.256746,180.898461,174.256746,180.898495,174.256746,180.875499,174.256746,180.826325,174.256746,180.745377,174.256746,180.663086,174.256746,180.629983,174.256746,180.629184,174.256746,180.627413,174.256746,180.620718,174.256746,180.608732,174.256746,180.592826,174.256746,180.572892,174.256746,180.548796,174.256746,180.520378,174.256746,180.487452,174.256746,180.449815,174.256746,180.407201,174.256746,180.359469,174.256746,180.305882,174.256746,180.264494,174.256746,180.122474
174.487467,176.141422,174.487467,176.881535,174.487467,177.687275,174.487467,178.576499,174.487467,179.248093,174.487467,179.748566,174.487467,180.115903,174.487467,180.381727,174.487467,180.571032,174.487467,180.702924,174.487467,180.791299,174.487467,180.845595,174.487467,180.871471,174.487467,180.871342,174.487467,180.844754,174.487467,180.788574,174.487467,180.697036,174.487467,180.604654,174.487467,180.567659,174.487467,180.566767,174.487467,180.564796,174.487467,180.557355,174.487467,180.544062,174.487467,180.526458,174.487467,180.504433,174.487467,180.477853,174.487467,180.446558,174.487467,180.410362,174.487467,180.369065,174.487467,180.322397,174.487467,180.270231,174.487467,180.211794,174.487467,180.166732,174.487467,180.012352
174.723614,175.649067,174.723614,176.437782,174.723614,177.302285,174.723614,178.264778,174.723614,179.000785,174.723614,179.556275,174.723614,179.969149,174.723614,180.271452,174.723614,180.488936,174.723614,180.641661,174.723614,180.74452,174.723614,180.807871,174.723614,180.838125,174.723614,180.838227,174.723614,180.808023,174.723614,180.744469,174.723614,180.641715,174.723614,180.538676,174.723614,180.497586,174.723614,180.496598,174.723614,180.494415,174.723614,180.486199,174.723614,180.471558,174.723614,180.452208,174.723614,180.428041,174.723614,180.398922,174.723614,180.364693,174.723614,180.325167,174.723614,180.280146,174.723614,180.22936,174.723614,180.172693,174.723614,180.109335,174.723614,180.060547,174.723614,179.89364
175.009511,175.043009,175.009511,175.888525,175.009511,176.821979,175.009511,177.870975,175.009511,178.683796,175.009511,179.305717,175.009511,179.774388,175.009511,180.12214,175.009511,180.375387,175.009511,180.555086,175.009511,180.677122,175.009511,180.752803,175.009511,180.789349,175.009511,180.790319,175.009511,180.755948,175.009511,180.683367,175.009511,180.566738,175.009511,180.45052,175.009511,180.404376,175.009511,180.403269,175.009511,180.400827,175.009511,180.391663,175.009511,180.375381,175.009511,180.353917,175.009511,180.327161,175.009511,180.294981,175.009511,180.257218,175.009511,180.213687,175.009511,180.164193,175.009511,180.108463,175.009511,180.046397,175.009511,179.977141,175.009511,179.92389,175.009511,179.741981
175.222261,174.585655,175.222261,175.472137,175.222261,176.45548,175.222261,177.567372,175.222261,178.436494,175.222261,179.107587,175.222261,179.618041,175.222261,180.000278,175.222261,180.281054,175.222261,180.48185,175.222261,180.61915,175.222261,180.704867,175.222261,180.746756,175.222261,180.748806,175.222261,180.711544,175.222261,180.632278,175.222261,180.505237,175.222261,180.379116,175.222261,180.329179,175.222261,180.327982,175.222261,180.325347,175.222261,180.315476,175.222261,180.297972,175.222261,180.274937,175.222261,180.246264,175.222261,180.211817,175.222261,180.171441,175.222261,180.124952,175.222261,180.072155,175.222261,180.012778,175.222261,179.946731,175.222261,179.873128,175.222261,179.816588,175.222261,179.623628
175.475083,174.035595,175.475083,174.969411,175.475083,176.010549,175.475083,177.195591,175.475083,178.130615,175.475083,178.859725,175.475083,179.419936,175.475083,179.843674,175.475083,180.157971,175.475083,180.384784,175.475083,180.541183,175.475083,180.639691,175.475083,180.68863,175.475083,180.69246,175.475083,180.652065,175.475083,180.564987,175.475083,180.425598,175.475083,180.287697,175.475083,180.233246,175.475083,180.231943,175.475083,180.229077,175.475083,180.218366,175.475083,180.199416,175.475083,180.174524,175.475083,180.143584,175.475083,180.106462,175.475083,180.063004,175.475083,180.013025,175.475083,179.956336,175.475083,179.892661,175.475083,179.821926,175.475083,179.743205,175.475083,179.682794,175.475083,179.476828
175.688804,173.565599,175.688804,174.5384,175.688804,175.627243,175.688804,176.872868,175.688804,177.86277,175.688804,178.640513,175.688804,179.242764,175.688804,179.701877,175.688804,180.045027,175.688804,180.294477,175.688804,180.467699,175.688804,180.577655,175.688804,180.633091,175.688804,180.638836,175.688804,180.59607,175.688804,180.502557,175.688804,180.352823,175.688804,180.205017,175.688804,180.14677,175.688804,180.145377,175.688804,180.142318,175.688804,180.130902,175.688804,180.110736,175.688804,180.084285,175.688804,180.051442,175.688804,180.012076,175.688804,179.966032,175.688804,179.913128,175.688804,179.853175,175.688804,179.7859,175.688804,179.711237,175.688804,179.628228,175.688804,179.564576,175.688804,179.347718
175.942201,173.002717,175.942201,174.02058,175.942201,175.164671,175.942201,176.480667,175.942201,177.534619,175.942201,178.36946,175.942201,179.021408,175.942201,179.522669,175.942201,179.900499,175.942201,180.177419,175.942201,180.371285,175.942201,180.495496,175.942201,180.559238,175.942201,180.567742,175.942201,180.522535,175.942201,180.421657,175.942201,180.259858,175.942201,180.100437,175.942201,180.037732,175.942201,180.036234,175.942201,180.032947,175.942201,180.020702,175.942201,179.999107,175.942201,179.970824,175.942201,179.935745,175.942201,179.89374,175.942201,179.844658,175.942201,179.788317,175.942201,179.724531,175.942201,179.653025,175.942201,179.573749,175.942201,179.485706,175.942201,179.418246,175.942201,179.1886
176.197624,172.429714,176.197624,173.491843,176.197624,174.690301,176.197624,176.075737,176.197624,177.193173,176.197624,178.084915,176.197624,178.786705,176.197624,179.330544,176.197624,179.743687,176.197624,180.048836,176.197624,180.264137,176.197624,180.403354,176.197624,180.47606,176.197624,180.487856,176.197624,180.440605,176.197624,180.332636,176.197624,180.158955,176.197624,179.988028,176.197624,179.920898,176.197624,179.919296,176.197624,179.915783,176.197624,179.902713,176.197624,179.879695,176.197624,179.849584,176.197624,179.812275,176.197624,179.767639,176.197624,179.715525,176.197624,179.655754,176.197624,179.588143,176.197624,179.512417,176.197624,179.428537,176.197624,179.335471,176.197624,179.264213,176.197624,179.021808
176.407773,171.954227,176.407773,173.05194,176.407773,174.294168,176.407773,175.735633,176.407773,176.904477,176.407773,177.842502,176.407773,178.585044,176.407773,179.163901,176.407773,179.606283,176.407773,179.934976,176.407773,180.168314,176.407773,180.320309,176.407773,180.400807,176.407773,180.415691,176.407773,180.367088,176.407773,180.253573,176.407773,180.070378,176.407773,179.890172,176.407773,179.819465,176.407773,179.817779,176.407773,179.814083,176.407773,179.800344,176.407773,179.77617,176.407773,179.744573,176.407773,179.705449,176.407773,179.65867,176.407773,179.604087,176.407773,179.541523,176.407773,179.470796,176.407773,179.391631,176.407773,179.304001,176.407773,179.206842,176.407773,179.132489,176.407773,178.879687
176.663745,171.370544,176.663745,172.510668,176.663745,173.805129,176.663745,175.313584,176.663745,176.544084,176.663745,177.537827,176.663745,178.329648,176.663745,178.951066,176.663745,179.429187,176.663745,179.786846,176.663745,180.042547,176.663745,180.210547,176.663745,180.300988,176.663745,180.320065,176.663745,180.270214,176.663745,180.150308,176.663745,179.955872,176.663745,179.764626,176.663745,179.689653,176.663745,179.687866,176.663745,179.683951,176.663745,179.669411,176.663745,179.643849,176.663745,179.610465,176.663745,179.569156,176.663745,179.519795,176.663745,179.462236,176.663745,179.396303,176.663745,179.321819,176.663745,179.238506,176.663745,179.146351,176.663745,179.044253,176.663745,178.966166,176.663745,178.700819
176.899891,170.827829,176.899891,172.006203,176.899891,173.34783,176.899891,174.916886,176.899891,176.203326,176.899891,177.247803,176.899891,178.084685,176.899891,178.745211,176.899891,179.256351,176.899891,179.640943,176.899891,179.917593,176.899891,180.100742,176.899891,180.200767,176.899891,180.224122,176.899891,180.173515,176.899891,180.048096,176.899891,179.843664,176.899891,179.642515,176.899891,179.563703,176.899891,179.561825,176.899891,179.557714,176.899891,179.542448,176.899891,179.515627,176.899891,179.480617,176.899891,179.437318,176.899891,179.385605,176.899891,179.325333,176.899891,179.256327,176.899891,179.178413,176.899891,179.091314,176.899891,178.995029,176.899891,178.888423,176.899891,178.806925,176.899891,178.530123
177.130314,170.294611,177.130314,171.509553,177.130314,172.896315,177.130314,174.523449,177.130314,175.86363,177.130314,176.956992,177.130314,177.837446,177.130314,178.53594,177.130314,179.079286,177.130314,179.490285,177.130314,179.787609,177.130314,179.985843,177.130314,180.095558,177.130314,180.123443,177.130314,180.072456,177.130314,179.942014,177.130314,179.728191,177.130314,179.517656,177.130314,179.435194,177.130314,179.433229,177.130314,179.428929,177.130314,179.41297,177.130314,179.38494,177.130314,179.348367,177.130314,179.303151,177.130314,179.24917,177.130314,179.18628,177.130314,179.114309,177.130314,179.033084,177.130314,178.942328,177.130314,178.842053,177.130314,178.731089,177.130314,178.646297,177.130314,178.358421
